TargetMonster|1.000000|0.000000|0.004164|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.004164|0.000000|1.000000|0.000000|459.350800|48.182755|257.123322|1.000000|0.000000|4.125580|0.000000|16|
Ring|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|467.001740|43.824730|328.445465|1.000000|0.000000|3.394914|0.000000|17|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|490.266113|43.824730|361.427490|1.000000|0.000000|3.394914|0.000000|18|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|481.628571|43.824730|363.664276|1.000000|0.000000|3.394914|0.000000|19|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|472.365845|43.824730|366.064301|1.000000|0.000000|3.394914|0.000000|20|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|483.135651|34.471020|369.214020|1.000000|0.000000|3.394914|0.000000|21|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|483.135651|50.151119|369.214020|1.000000|0.000000|3.394914|0.000000|22|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|491.630524|45.541611|367.017212|1.000000|0.000000|3.394914|0.000000|23|
TargetMonster|1.000000|0.000000|0.001253|0.000000|-0.000000|1.000000|0.000000|0.000000|-0.001253|0.000000|1.000000|0.000000|473.886932|45.541611|371.610596|1.000000|0.000000|3.394914|0.000000|24|
TargetMonster|1.000000|0.000000|0.004982|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004982|0.000000|1.000000|0.000000|522.547607|45.701588|254.334763|1.000000|0.000000|4.796494|0.000000|25|
Planet|1.000000|0.000000|0.004982|0.000000|0.000000|1.000000|0.000000|0.000000|-0.004982|0.000000|1.000000|0.000000|509.925690|66.844841|-43.741707|1.000000|0.000000|4.796494|0.000000|26|
